No,text
2005,juara mpl aja susah apa lagi internasional malu kali lah sama aja kaya season kemarin manis di awal
2006,kok feeling aku onic pake RW ya 🤭🤭
2007,😂
2008,udah ya de jadi raja rajaan nyah
2009,"sindrom rinz itu nyata, di tetes pharsa kelabakan, biar gk kebiasaan main mage maju maju gk jelas, tuker role aja jadi xp🗿"
2010,@𝙅𝙖𝙚𝙣𝙤𝙘𝙤𝙪𝙣𝙩𝙚𝙧 😔😔
2011,🤩🤩🤩
2012,lek dyren mungkin season depan lagi ya lekk
2013,akwowkwowkwowko.
2014,sedih juga ngeliat nyaa😞
2015,"again and again, but we are still to the kingdom🔥
ehh gitu ga si inggris nya😭
viva RRQ👑"
2016,"nice onic kerana mendiamkan para"" kingdom gak cuma di mpl id berisiknya malah di mpl my juga gitu🤣, goodluck for msc from fans srg"
2017,"Onic masih terlalu kuat untuk lawan RRQ ..
Fakta...!!!"
2018,lagi2 lek dyren harus merasakan ini
2019,lebih suka nmm daripada rave
2020,"menurut gua ya,in malam RRQ sangat2 the best,knpa bgtu?
Krena permainan mereka sangat2 luar biasa dan bagi gua inilah raja sesungguhnya"
2021,"mbappe aja kalah final word cup biasa aja, tapi tetap respect buat rrq wc>>>mpl YTTA👏👏🗿"
2022,ga kebayang kalau Skylar pindah ke Onic 😭
2023,"did your best rrq, 😢 👑"
2024,🤣🤣
2025,😭😭😭😭
2026,ttp semngat RRQ🔥🔥🔥
2027,"counter RRQ di final terus,NT boy 🥹"
2028,oknum shoppe yang bilang rinso diatas sanz mana nih
2029,nt rrq nice game😁 @dimas100jt
2030,el blunder 🤣🗿🥺🥺
2031,"tetap rispek for rrq, salam sonic💛🫰🏻"
2032,kutukan yve min🙂
2033,"sumpah gw lama' muak kalah di final,grand final
tapi masi sayang sama rrq🙁🙁"
2034,yeb tolongin yeb
2035,apalah onic ini serius kali lawan ayam penyet
2036,nt rrq
2037,gw suka Persib tapi gw gak suka rrq 😂
2038,dejavu ga ppq kaya waktu di comback evos m1 wkwowko
2039,trashtalk pa😂
2040,sang landak bisa2nya bawa banyak ke ewc pdhl cuman tim kecil 🗿
2041,Nice try RRQ.
2042,kan onic lagi
2043,lagi dan lagi😔
2044,@its.aress kalah ati
2045,🤣🤣🤣
2046,intronesia💔
2047,🥰
2048,nt nt
2049,spam baxia aj truss.. buat apaan coba.. mending Phevous buat xp buat ngejar pharsa.. 1 lagi MM cma Granger yah.. pick natan juga enak luh itu..
2050,2X RUNNER-UP DAH BAGUSSS KONSISTEN 😹😹😹
2051,GG onik rrq
2052,"Lala, comeback sky king😝"
2053,NT di score yang ga beda jauh🗿
2054,guna di pucuk apa min
2055,ga tega liat lek dyrennnn😕
2056,nt ujin🥺
2057,Gw tetep bangga RRQ yg full indo!
2058,"keep up guys, it's not the end mau kalian gagal berkali""pun kingdomm bakal dukung kalian, keep improve terus ya, perbaikin apa yg salah n kurang, i really appriciate your'e energy, fight and everything guys, keep up keep up guys 👊🏻👊🏻"
2059,🥰
2060,pucuk tidak menjamin kemenangan ygy🤭
2061,gpp semangat rrq 💛🧡
2062,nt rrq
2063,♥️
2064,"congrats, King of runner up"
2065,jadii Arsenal ni cuma jagain trophy
2066,terlalu.suka.merendahkan.lawan.ini akibat nya😂🤣
2067,cape gw jdi kingdom udh 6 season gdapet apa apa
2068,RRQ KALAH KARENA GAK ADA Skylar
2069,beda ya reaksi pas 2-3😂
2070,Terharu buat RRQ
2071,rrq fans
2072,punten 🙏🏻
2073,agregat 02
2074,Palagi nlng bawi
2075,kasian bet gw sama lek dyren
2076,"sutsujin ngelord hhahahha 🤣🤣
dari upper aj udh klihtan itu ngimbangi kairi🤣🤣"
2077,“ini bukan waktunya onic”
2078,🤣😂
2079,"sebelum playoff #1, pas final malah turu🗿 @mpl.id.official Lain kali jangan ada playoff min🤣"
2080,seneng banget buka sosmed anjay
2081,langsung saja Skylar tunun gunung
2082,4-3 kaya kenal skornya
2083,sudah biasa rrq kalah difinal nikmati saja pisss
2084,King of reguler
2085,gak pp kalah masih tetap RRQ kok 😁
2086,Lost to Onic team 2x this year😭🙏
2087,NT RRQ 😭😭
2088,stop yaa main raja rajaan nya 🗿😂
2089,mental nya msh updown dri kmren heran kadang
2090,knp sll no 2 yah??
2091,el runner-up 😹😹😹
2092,"tanpa menjatuhkan siapapun ya bang, first pic gw berharap bgt draf di situ ad Lucas dan phove, Franco, krn jujur pic hero buat ngekonter draf musuh bagi gw bukan 100% bener, justru ngasih hero yg di kuasai team it jauh lbih bagus di game play nya, dan yak di game 7 ga sesuai expektasi gw game play nya... tetap semangat lah rrq, gw tetep dukungan meskipun kalian slalu gagal, karena setia it mahal.."
2093,kapan liat lek duren Akat piala😔
2094,awokawokawok 2 lagi
2095,"rrq, always 1st runner up 😂🤣"
2096,ganti jungler auto juara
2097,"tapikan bg, kami ini dream team😹😹😹"
2098,"kan uda gua bilang, pak AP mainin gua jadi minion biar bisa masuk bush buat ngepus,hadehh"
2099,Ga pernah secapek ini
2100,mana suara kingdom gajadi koar2 ya dek😅
2101,"udah feeling sih pas rrq remontada, klo RRQ ga jaga tempo permainan bakal kalah walaupun gua fans RRQ tapi gua akui onic lebih disiplin 😁"
2102,#respect ban
2103,aman aja
2104,"nggk bisa tidur karna kalah❎
nggk bisa tidur karna nyaman scroll""✅"
2105,😞🫰🏻
2106,"Ren, GW Iklhas Lu Cabut ren, sumpah exp Kek Kau harus ada trophy sih ren"
2107,"makan ta sedap tidur ta enak,buka tiktok bikin sedih😹"
2108,bawi next ssz rrq!
2109,banyak yg ganti skin pasti tau kalian itu dari fans mana 🤣
2110,mntp kingdom [photo]
2111,comeback stronger king😢
2112,NT RRQ
2113,☝️
2114,stong🥺🥺🥺
2115,😅
2116,kalian hebat semoga di smc jadi yang terbaik
2117,welcome RRQ kyletzy ☠️
2118,"kesekian kalii runner-up, rrq harus banyak riset sekarang, comeback stronger rrq emang bukan rezeki kalian lagii, tapi InsyaAllah rezeki kalian di msc nantii!"
2119,dark system
2120,gakpapa bang masih tetap mempertahankan konsistensi
2121,🥰
2122,🥰
2123,mantap onic
2124,Tenang rrq akan ku balas kekalah han ini di rank gua jamin gua bantay publik rank
2125,udah bener² baxia di jungler malah pick haya🤦
2126,Sympre kung nanalo mga yan pinag tratrashtalk na nila ung onic HAHAHAHAHAHAHAHA
2127,mau alasan apa lagi el runner up?
2128,😭😭😭
2129,congrats..
2130,tahun depan kalo masi si samsudin jung nya siap2 runer up lagi
2131,"parsha sanz ga di Respek, padahal di game 6 udah keliatan bgt gmn mentalnya sanz dlm posisi pressure parah masi bisa tenang, gak mati , eh game 7 di kasi lagi + baxia exp pula, ya wassalam di acak"" kan"
2132,kenapa sih semenjak lemon pergi rrq gak pernah menang lagi😭
2133,onic times🔥🔥🔥🔥🔥🔥🔥
2134,gbs tdr anj” kepikiran mulu rrq nt lgi
2135,"sebenarnya onic 4 game bisa, namanya final biar seru ya kan?"
2136,enak gini scrol tiktok 🤣
2137,gw tetep setia sama RRQ dari season 8 dan tadi malem aku nangis kurang lebih 1 jam karena gk tega liat player pada kecewa dan pada nangis juga kan😭😭
2138,mana katanya mau remontada
2139,okeee gaisss nt semangat teruss yg setia pasti akan tetap setia 🥺🥰
2140,"@fans_onic 🦔🖤💛:mencintai onic tanpa membenci rrq🧡💛
tetap semangat ya rrq🙏❤
tetap semangat 👍🥰"
2141,hati di belah pun isinya cuma rrq🧡🧡
2142,"kasian juga sih,smgt yah kalian @J98 @rhepaananda 😁"
2143,"Kalian udah keren, semangat berjuang sama” onic di Riyadh🔥🔥"
2144,onic menyelamatkan dunia dari kebisingan😭
2145,gak sedihh dah biasaa😹
2146,mencintai onic tanpa membenci rrq🥰
2147,"gapapa bang masih ada season depan semoga bertemu kembali final seperti ini kelaaaassssss ...
NT rrq GG onickuh....."
2148,GOODLUCK RRQ DI EWC NANTII
2149,"gua kingdom sory buat para sonic ada fans dari RRQ kalo pas RRQ menang ga respect,tapi kalo RRQ kalah minta di respect go MSC RRQ&ONIC"
2150,"SEMANGAT RRQ COME Back STRONGER 🥺🥺 , salam sonic, sonic sama kingdom jangan musuhan ya (＾ｖ＾) ayo kita baikan 😆"
2151,tetap RRQ
2152,Kena Comeback ga tuh 😂
2153,Don’t taunt if you haven’t sealed the game yet. Bang bang bang!! 🥀
2154,cuma ada satu kesalahan kenapa harus lepas pharsa di match terakhir😭
2155,"dan Yap, kejadian season lalupun terjadi lgi"
2156,Tetep kingdom meskipud dihujat🗿
2157,hazle has been and will always be better than sutsujin.
2158,Respect [photo]
2159,sila umiyak while onic ph
2160,dyren😭
2161,yang bkin rame rrq tp blum juara😭
2162,bantuin itung dong jadi udah berapa lama rrq hoshi puasa gelar? 👇 (harus ditulis hoshi biar konngdom ga bahas divisi lain)
2163,Asli respek ban parsha krn si sanz gg parsha nya dan idok hrusx pick franco mngkin jls bda alur permainannya
2164,"pamit dari rrq ?!
sekarang udah jelas raja""nya"
2165,draft pick samsak+push MMR EL genjer di MPL😌👌🏻
2166,go next
2167,nice throw tho
2168,sedih banget liat nya njir lah😭
2169,KINGDOM🧡
2170,"Lagi Dan Lagi
😌"
2171, [photo]
2172,stay forever kingdom🔥🔥
2173,comeback stronger 999999
2174,"boleh juara mpl selain onic, tpi jngn rrq🤪"
2175,"stres gw dukung RRQ lama"" 🧡😥"
2176,kenapa ujin nangis
2177,dari pertandingan tadi saya memutuskan untuk tidak nonton MPLI lagi hingga season 16 mulai🙏
2178,onic se op itu smpe puasa 6 season ni tim
2179,#RinzoCair [photo]
2180,RRQ❤️‍🩹
2181,Bang bang bang😱😱😱🤣 [photo]
2182,awkwkwowkwowo😹
2183,"season kemren jg gini dom kingdommm😂,sonic juara🤘"
2184,HOSHI🔥
2185,😞😞😞
2186,ppq nangis di pojokan
2187,jgn lupa makan bang @𝐁𝐀𝐑'𝐒𝐒 🙏🏻
2188,onic to strong. see u ewc msc rrq💛
2189,NT NT NT AGAIN & AGAIN & AGAIN UNTIL MPL ID SEASON 100 🤣💀
2190,hah seperti biasa pasif nya aktif😥
2191,hhhha
2192,yok msc yokk🧡🧡🧡🧡
2193,semngat rrq🖤🖤
2194,padahal dah rispek bgt di game ke 6🥲
2195,el runner up
2196,anjir runner up lagi
2197,capek gua liat toy cuman bisa grenger mm banyak pik grenger mulu iritel ada wanwan yang di pilih grenger
2198,seneng bngt Runner up bang😭😭😭
2199,#VIVARRQ🧡🧡!!
2200,tebak siapa yg muncul video farewelnya nantik di YT RRQ 🤣
2201,🙂
2202,Selamat datang di negri konoha 😄😄
2203,"makanya rispek udah tau chou kiboy malah pick hayabusa sepatu cd, sama granger, mana si rinz maju maju"
2204,skilar gk ke gh kh nyemangatin diren
2205,udah terbiasa sy ma.. 🤣
2206,udah ya main raja raja nya😋😋😋
2207,"""Pertama kali suka eSports, langsung suka tim RRQ Hoshi. Dari awal suka, mereka belum bisa bawa piala season—nggak apa-apa sih. Walau banyak tim lain, aku tetap percaya RRQ Hoshi bakal jadi juara!"""
2208,"sumpah yaa jujur""ran kasian cok dyren belum dpaet piala dari mdl sampe mpl🙌🔥🔥"
2209,WKWKWWK SUKURRRIN
2210,tetap respect
2211,respect for both nicetry rrq i wish semua berjalan sesuai rencana di msc semoga lebih evaluasi lagi kedepannya #sonic
2212,what time is it!? it's onic time
2213,duta Runner Up
2214,ttap semngat ya Hoshi:(
2215,"kembali terulang, season kemarin spam Bane , skrg spam granger,rill pasif undertaker😹"
2216,RRQ ga punya jungler. mau naik dari MDL juga belum mateng. Exp sekarang juga sering blunder
2217,Nt boyss🔥💪🏻
2218,tama si benthings 😂
2219,"penyakit rrq kalah d finall ,sakitt sihh tetap semangat buat tim rrq💪"
2220,"kalau season depan masih pakai roster ini, ya nt lah. bukan masalah mekanik, tapi mentalnya kurang"
2221,NT RRQ😭😭
2222,gw masih bingung sama RRQ dari mpl s14 gini terus Loh di awall ke kuat banget Tapi pas udah di akhir selalu melempem kaya kenapa gitu masih bingung gw
2223,🙏
2224,Awal Dari first pick Baxia🗿 Padahal kalo emang gak mau pake parsha mending di ban aja ya nyusahin diri sendiri
2225,"coba lagi tahun depan, coba lagi tahun depannya, coba lagi terus ya 😆"
2226,Kosisten trus jadi runner upnya😭
2227,toys mau cosplay Granger lagi ga?🤪
2228,nt RRQ
2229,"pround of uu lek dyren, next season depan angkat piala, semangatt buat MSC nya RRQ💪💪"
2230,"nice try rrq , tetep konsisten menjadi tim yang selalu jadi Runner Up, semoga next nya bisa jadi Runner Up lagi🗿🗿🗿🗿🗿"
2231,min aku kangen Hero zetian old🥺
2232,Pas terakhir malah trol hero nya wkwk
2233,"buset hari gini gw masi dukung tim yang runner up trus, isi komen ini cuma bisa ngebacot doang, giliran lawan onic dikasi telor sampe killnya🤭"
2234,"dari sore ampe malem cuma jagain piala🤣🤣🙏🏻🙏🏻,maap bg SAVERO>>toy(grenger)😝🤣"
2235,"DIHINA TIDAK TUMBANG , JD RUNNER UP SUDAH BIASA BG 🔥
GATAU MAU NGMONG APA LAGI , MAU SUPPORT KEK GIMNA LAGI , JADI GIMANA BAIKNYA AJA DAH 🙏"
2236,NT RRQ Hoshi🥺
2237,mana koar koarnya diren🤣🤣
2238,🥰
2239,Gw RISPEK Ama onicc Engak kayaa yang lain
2240,Raja runner up ni boss 😌
2241,tapi keren sih bisa smpai 3-3
2242,lokalll
2243,it's okk more strong pa po 💗🫶🥺🎀
2244,udh gw tebak pasti ppq rubner up wkwkw
2245,game akhir malah pick yve
2246,tetep semangat rrq hoshi🔥
2247,"UDAHH YAA MAIN RAJA""AN NYA
#Dutarunnerup"
2248,"SAVERO : HARIT, WAN WAN, IRITEL, CLAUDE
TOY : GRANGER,GANJAR,GRENGER,GANJAR"
2249,"heeeyy angakat kepala mu king👑, kalian sdah usaha yg terbaik 🥺"
2250,"gue bukan kingdom lagi 🤣🤣🤣
udah malas kena php mulu👌
gue udah super Sonic sekarang😂😂😂"
2251,😭
2252,"udaah yah maen raja"" an nya😩🙏"
2253,onic menyelamatkan dunia dari kebisingan🤣
2254,"tutorial Runner up ada di RRQ
tutorial juara ada di onic
comeback stronger Kings"
2255,bosen liat rrq menggulang kesalahan yg sama sperti di s14
2256,kalo kata w sih platihnya ganti kalo tim sih udah kuat kalah di draf trus
2257,konsisten banget juara 2 nya 😂🤣
2258,keren gameplay onic. salah dikit langsung cepet bngt di perbaiki nya.
2259,😭😭😭😭😭
2260,duta runner up🤣
2261,I'm still proud of you guys🫶🫂
2262,"nice rrq kalian udah keren cuy bisa sampai final walau hasilnya ga memuaskan ayo tunjukan yang terbaik untuk panggung selanjutnya, selamat juga buat tim onic dan fan2nya kalian juga keren"
2263,"akhirnya hari nyepi udh dimulai
trimakasih onic sdh menyelamatkan kami Dari kebisingan kingdom🤭🤭🤭🔥🔥🔥"
2264,gua pendukung onic tp ttp bangga sama kalian rrq keren 💗
2265,cape banget berharap dari season ke season
2266,idok mentality👏
2267,Kasian sujin udah sejauh apa dia jalan bareng rrq
2268,capee tauu vivarrq runner up mulu:(
2269,"NT Rrq udh keren kok, kasih game sengit jga 👍🥺"
2270,udah ya main Raja rajaannya
2271,Yak silahkan merapat [photo]
2272,KILIN MISIH KINGDIM KIN? 🤣🤣🤣
2273,tetep semangat para kindomm🔥🔥
2274,"rrq juara kok ,juara reguler season😭😭"
2275,MAMPIR NEW VT GW DONG 🤩🤩
2276,😂😂😂
2277,buat rrq tetep semngat buat ke depan ny gw selalu ada buat kingdom rrq🥰
2278,tentang kekalahan kita menang😭
2279,🥺
2280,rrq tnpa skalyar ga bisa ngalahin onic
2281,1 langkah lagi tapi?
2282,mampir guys di vt baruku
2283,skrng mah udh kayak mikir Runner Up wajar Champion kaget😌
2284,"""raja dari segala raja Runner ap"""
2285,Tetap kingdom sampe kapanpun 🫶
2286,gw tunggu video dari diraw 😹😹
2287,rrq penjaga piala terbaik sihh 😂
2288,"percaya gak percaya rrq kena kutukan di malam senin pas final lawan tlid,onic ph, onic id di malam yang sama hasilnya renner up 3 kali"
2289,onic menyelamatkan dunia dari kebisingan
2290,rrq keberatan di nama.
2291,galfok sm talent2 pro scene 🥰
2292,kasian dyrenn temen temen udh pada juara cuman dia doang yang belum pernah juara
2293,"yg ku harap kan akhir nya terjadi
GG onic telah menyelamatkan kami dari bocah yaping king dom"
2294,emang onic ini suka ngepur sumpah
2295,seperti biasa draft😂
2296,"comeback strongerrr rrq, salam dri sonic🙌"
2297,Semangat kingdom masih ada msc❤️
2298,"barca kalah semi-final💙❤
Spain runner up
RRQ Runner up💛💛
apes bnget dah tahun ini 😭😭"
2299,arsenal😹
2300,Kalian masih kingdom kan?
2301,nice try lek 🙃🧡
2302,"be higher and keep strong , comeback stronger king 🔥🧡"
2303,"Beli lontong sama si kairi, mana nih yang bilang bukan era onic lagi 😂😂😂 it's onic time"
2304,kutukan grand final🙂
2305,Begitulah rrq pas final dah tumbang
2306,"3 poin untuk sang raja
4 poin untuk menunjukkan raja sebenarnya"
2307,kasian jir gua liatnya😔
2308,gitu aja trs rrq gk rispek ban musuh pas final
2309,knp pak ap gw ke arena yakan pasti riner up lagi
2310,huhuhu kasihan ama terizla pekalongan
2311,stay strong rrq gg onic bawa msc ke indo lagi
2312,udh jadiin hazle jgle utama lgsung
2313,🥰🥰🥰
2314,sedih banget liat dyrenn :(
2315,sutsujin ga diganti season depan kelewatan sih
2316,mangatt rrq💗
2317,keep strong👏
2318,from #9 to Riyadh and champion it's onic time
2319,🥰
2320, [photo]
2321,Apapun hasilnya aku tetap kingdom
2322,king of runner up tutorial
2323,"Jadi kingdom dari season 10 sampe sekarang aku cuman dapat hikmahnya aja,kalah aku diam, menang aku belum😁🙏"
2324,"sedikit kecewa
tapi gapapa, ini tim baru terbentuk dan langsung 2 season masuk final itu udah luar biasa bgt sih👏
semoga season depan udah lebih matang kemistry nya
good job RRQ 🔥🔥🔥"
2325,sekali rrq tetap rrq🧡🧡🧡
2326,Tengakkan kepalamu king 🫡🧡
2327,hahahkahaha ngakakk
2328,duta runner up
2329,selebrasi toy kabari kalo biru
2330,kasian dyren blom juara😔😔
2331,"match ke 6 blunder parah 🥺
dan dimatch 7 mereka kalah mental"
2332,Comeback stronger mpl201
2333,ini era nya rrq bukan onic katanya yang beli pemain ph ga ada yang berhasil 😂
2334,keinget selebrasi toy😂😂 pas skor 3-2
2335,@retakanrindu
2336,gk pp udah biasa mah kalau fans rrq walau pun terus berharap
2337,"kalah kami di caci, menang kami tidak pernah😞"
2338,RAJA RUNNER UP 😁😂
2339,"semangat buat rrq dan seluruh fans nya, permainan yang sangat menghibur dan menegangkan,angkat kepala kalian,kalian belum berakhir"
2340,rrq you guys did all you could so.. hope to see you guys comebck stronger and congratulations to onics as well both are on top 💞✨
2341,ntttt 😭😭😭
2342,tdk bisa tdr ni playar rrq😅
2343,konsisten bnget Runner up nya🙃
2344,"THANKS RRQ HOSHI SUDAH BERJUANG MAKSIMAL, COMEBACK STRONGER MSC DAN MPL ID S16 YA KING 👑 KALIAN UDAH HEBAT BISA MAIN 7 GAME, BUKAN SALAH COACH BUKAN SALAH PLAYER 🔥PLEASE KHEZCUTE STAY RRQ, KARENA GW YAKIN GAK ADA LAGI COACH INDO SEBAGUS ABANG 😭"
2345,congratss RRQ BACK2BACK (runner up) 👏
2346,mana #1 nya ?
2347,dyrenn☹️🥺
2348,yah fans RRQ nngis semua 😭😭😭
2349,hahahaha siapa yang bilng kemarin rrq sengaja kalah 🤣🤣
2350,sutsujin out rinz out AP out
2351,"Nice try Hoshi, comeback stronger🙌🏻🥺"
2352,"""kalo mainnya kek gitu terus, gausah lah juara"" -NMM"
2353,dah biasa inimah
2354,Tapos nag ambisyon sila na durugin nanamn ung PH 🤌🏻
2355,😔😔😔😔😔😔
2356,@FV8junSZNX:RRQ (Runner-up Regum Qeon) 🤭🤭🤭🤭
2357,kasian jirr gw liat durenn😢😢
2358,masa Runner up mulu😓
2359,nice try team!!!!! next ewc🔥
2360,"PDHL TADI MATCH 7 ADA KESEMPATAN, GATAU NGAPA TBTB PADA BLUNDER"
2361,#onicmenyelamatkanduniadarikebisingan
2362,kalah di final semua dan yap gua orang yg percaya proses
2363,Puasa lagi ya bang🤣🤣 [photo]
2364,3 untuk menghormati lawan
2365,"kalah kami diam
menang kami kapan bang runner up mulu capekk 🗿🗿🗿"
2366,Toy lagi push mmr wakk
2367,@Rezasbdlhrs⁰² info nongki di alfa + golda nya
2368,"duta Runner up🤭
udah ya main raja""annya🤣"
2369,"hari2 runner up muluu, rrq anti bener ama PH anjir, ada pH dikit di lawan langsung kalah"
2370,hahahaha runner up lagi tim gua 🙂🙂
2371,Kesalahan draft di match terakhir berujung NT
2372,nt lagi nt lagi nt lagi
2373,"perjalanan masih panjang, semangat terus RRQ"
2374,"dari gameplay onic season ini, semoga bisa juara lagi di msc"
2375,O7
2376,Hero andalan grenger .cuman bisa grenger toy nya kah.kecewa berat sih
2377,Lgi dan lgi 4-3 😭
2378,BAXIAA😡
2379,yaudah sih di banding ae
2380,"2 game memberi tau kalo onic kuat
3 game menghargai badut
2 game memberi tahu siapa raja nya"
2381,sabar bang dyren itu salah coach ko bukan salah lu pick baxia 😅
2382,NT rrq💔 (menangis di pojokan gw jir)
2383,Mana rinz tauntingnya di game 3-2 tadi lagi dong
2384,😂😂😂😂 [photo]
2385,"MPL kocok, semua power Hero bisa disettingan di game 7, cuakkkkk 🗿"
2386,ADUHHH DADA GUE SAKITT💔
2387,rrq r nya runner up
2388,🔥🔥🔥🔥🔥🔥
2389,season depan harus juara anjjjj
2390,nice try🥹
2391,duren😭
2392,dan terjadi lagi
2393,Nt rrq 😔 sakit si tp gpp mungkin blm rejekinya ya tetap semangat semoga ada rejekinya di MSC 🥰😇 aku msh kingdom ko 🧡🧡🧡
2394,nt :)
2395,"nt king🔥
comeback stronger🙌"
2396,nt
2397,🔥ttp semangat KING
2398,nt rrq semangat kingdom🔥🔥🔥🔥🔥🤝🤝🤝🤝
2399,udah min udah hancur bett ni hati😮‍💨
2400,salut gua sama rrq mempertahankan Runner up nya😂
2401,sudah kuduga pasti bakal kek gni🗿🙂
2402,"tidor nyenyak dlo ga sih.
congratulation onic 😍"
2403,info mmr granger si oyen
2404,"gasika bgt kalo idok udah pick Gatot, mis mulu ultinya astagaaa 🥺"
2405,raja langit vs raja rajaan
2406,nt rrq☹️
2407,"KATA RRQ LEBIH NYAMAN DI RENNER UP
DARI PADA ANGKAT PIALA🤣🤣"
2408,ntttttttt
2409,kebelet menang sih
2410,agak lecewa
2411,pertama
2412,frist
2413,mimin
2414,nt BBQ🗿🗿🗿
2415,🔥🔥🔥
2416,pertama min🗿
2417,tetap semangat rrq
2418,king ttp king 🥲
2419,keep strong rrq:)
2420,tetap semangat rrq 🔥
2421,"GG ONICC, NT RRQ✊"
2422,nice try
2423,Nangis di pojokan
2424,seneng bgt ini tim jagain tropy org kaya arsenal🤣
2425,padahal dikit lagi
2426,gpp kalah yg penting sdh berusaha
2427,mampir vt gw bg🦔🖤💛🔥
2428,komen ke 24
2429,RRQ R nya apa?
2430,nt
2431,buset awal juga gua
2432,🥲
2433,"Good Game RRQ
#WeareSonic"
2434,[cry][cry][cry]
2435,🔥🔥🔥
2436,pialany udh kebanyakan bagi² dlu😅
2437,you all tried best🥰🥰🥰🥰
2438,udah keren kok bisa dapet 3point dari 2-0
2439,nt rrq semoga season depan bisa juara
2440,persamaan rrq sama arsenal🙏
2441,gapapa masih ada season 20 🥰
2442,kuncinya di draft YVE 😎😎😎😎
2443,still congratulations you all played very well 🫶
2444,"indo kalah lawan jepang
rrq kalah di final
sesedih inikah bulan juni 🗿"
2445,dyrennn☹️
2446,"kalo esok pagi hujan, brarti air mata kingdom tiada henti.
raja rajaan 🗿"
2447,Raja dari segala raja✖️Raja yang tidak bermahkota ✅
2448,"klian ttp keren kok uda ngelangkah sejauh ini, nnti nyoba dilain waktu lagi💛🧡"
2449,udah dulu ya main king kingan nya😋
2450,AWKWKWKKW
2451,come back stronger guys☹️🙏
2452,draft bagus kalah di mental😌
2453,"kingdom pada ngilang njir kalau rrq kalah padahal kemarin pas menang lawan tim kecil koar"" Mulu🤣"
2454,yeayy selamat ya jadi runner up lagi
2455,😛 [photo]
2456,rispekkk @yuiiib_
2457,Tetap semangat RRQ
2458,rrq r nya runner up 🔥
2459,SE ORG SANZ YANG UDH 2X MVP FINAL DI BANDINGIN AMA RINZ YG KENA SOLO KILL 3X
2460,"happy banget onic menang, tapi di sisi lain gak tega liat player RRQ"
2461,slh siapa pik baxia mulu
2462,i will be here don't you cry
2463,ONIC di lawan 🤣
2464,😂😂
2465,Nice try guys 🙂🙂
2466,cuma dyren yang paling gw kasihan 🙂 nt ya king gw semangat buat kedepanya💪💪
2467,Ty king onic sudah menyelamatkan dunia dari kebisingan duniawi🫶🏻
2468,semangat kingdom never give up to support!!!
2469,SEMANGAT GUYSSS🥺🥺
2470,kairi ngasih tutor joy kah?😹😹
2471,"tidur nyenyak, scroll sosmed enak🤭💛"
2472,ke Adan kingdom 🥺 [photo]
2473,ngapain first pick baxia woi
2474,back to back Runner up 🤭
2475,"GGNT RRQ, sukses buat EWC nya nanti yaa"
2476,@PAYY MÆSTRO udah jangan nangis
2477,gg onic
2478,IT'S ONIC TIMEEEEEE🔥🔥🔥🔥
2479,"@𝔞𝔯𝔦𝖊𝖑:kalah kami diam
menang kami tidak pernah 😭"
2480,Cuba lgi guys
2481,gapapaa
2482,raja runer up
2483,RAJA DARI SEGALA RAJA RUNER UP WKKWWK
2484,flerqi
2485,😂😂😂
2486,ee
2487,nice try @rrq_dyren sedih bet liat luu🥹🥹
2488,makin ga waras dah gw anj
2489,gelo gelo match seru banget saling jual beli serang GG onic nt rrq
2490,"respect dyrenn, masih belum waktunya ya lek @rrq_dyrennn"
2491,rrq=arsenal
2492,keep strong @teamrrq 🔥
2493,"ngapain heran 😹emng rrq alergi juara ,ngincerny #2 klo juara baru heran udh gw tebak dari match ke 6"
2494,gpp kita usahakan neks sesion guyss💪
2495,"gpp kok hoshi, kalian udsh keren bgt ☺️bisa smpe dititik ini,
pleseeeeee bangunnn lagi yukkk buat msc nanti😊"
2496,jujur kasian wehh liat muka mereka
2497,udh ku blng rrq devisi ml punya syndrom grand final
2498,RRQ ini bagus di marketing nya aja sama management nya... klo untuk juara kaya susaaaahhhhhhh banget.
2499,specialis #2🤭🤭🤭🤭
2500,njirrlah ada arsenal versi ML😹😹
